run,seed,best_fitness,best_size,best_depth,elapsed_seconds,best_expr,simplified_expr
1,42,0.0002254774036683788,42,15,2.79689884185791,"mul(neg(mul(neg(mul(protectedSqrt(protectedSqrt(protectedSqrt(protectedSqrt(sub(-0.1798, mul(protectedSqrt(protectedSqrt(sub(-0.1798, x))), mul(protectedSqrt(protectedSqrt(sub(-0.1798, x))), x))))))), x)), add(0.6281, protectedSqrt(mul(x, protectedSqrt(add(x, cos(protectedDiv(x, protectedSqrt(protectedExp(x))))))))))), protectedSqrt(protectedExp(x)))",x*(-x*sqrt(-x - 0.1798) - 0.1798)**(1/16)*(sqrt(x*sqrt(x + cos(x/sqrt(exp(x))))) + 0.6281)*sqrt(exp(x))
2,43,0.0012740716194801069,45,15,2.2553322315216064,"mul(sub(sub(sub(sub(x, sin(sin(sin(x)))), neg(sub(x, sub(sin(sub(sub(sub(sub(x, x), neg(sub(x, sub(x, protectedDiv(x, 0.8068))))), x), neg(x))), protectedDiv(x, 0.8068))))), x), neg(x)), protectedExp(sin(sin(sin(sin(sin(x)))))))",(3.2395*x - sin(1.2395*x) - sin(sin(sin(x))))*exp(sin(sin(sin(sin(sin(x))))))
3,44,0.0004855148835669704,28,10,2.1603493690490723,"mul(x, add(add(-0.587, protectedExp(x)), protectedSqrt(add(protectedDiv(add(-0.587, protectedExp(protectedSqrt(x))), protectedExp(add(x, add(add(-0.587, protectedExp(x)), protectedSqrt(x))))), add(x, -0.2061)))))",x*(sqrt(x + 1.7986*(exp(sqrt(x)) - 0.587)*exp(-sqrt(x) - x - exp(x)) - 0.2061) + exp(x) - 0.587)
4,45,8.782965480281272e-05,96,17,3.4935407638549805,"mul(x, sub(add(sub(add(protectedExp(x), protectedSqrt(mul(cos(x), sin(cos(protectedDiv(add(add(protectedExp(x), protectedSqrt(sub(0.9611, 0.5823))), sin(mul(cos(protectedDiv(protectedDiv(cos(x), -0.2969), add(0.5823, -0.2969))), sin(sin(add(0.5823, -0.2969)))))), sub(x, x))))))), cos(protectedDiv(x, cos(sin(sin(add(protectedExp(x), protectedSqrt(sub(protectedDiv(protectedDiv(cos(0.9611), 0.4866), sub(x, x)), x))))))))), protectedSqrt(sin(0.8142))), cos(protectedSqrt(cos(cos(sin(protectedSqrt(add(protectedExp(x), sin(mul(add(protectedExp(x), sin(mul(sin(add(0.5823, -0.2969)), sin(sin(add(0.5823, x)))))), sin(sin(add(protectedExp(x), -0.2969))))))))))))))",nan
5,46,1.4226169099163052e-07,40,16,2.632716655731201,"mul(add(add(protectedSqrt(protectedSqrt(cos(neg(neg(sin(x)))))), x), protectedDiv(mul(x, x), cos(sin(sin(mul(cos(sin(neg(sin(cos(mul(sin(cos(sin(x))), protectedDiv(sin(x), -0.6593))))))), sin(sin(sin(cos(sin(x))))))))))), x)",x*(x**2/cos(sin(sin(sin(sin(sin(cos(sin(x)))))*cos(sin(sin(cos(1.5168*sin(x)*sin(cos(sin(x)))))))))) + x + cos(sin(x))**(1/4))
6,47,1.0053354309701372e-32,18,9,1.7560310363769531,"mul(add(x, mul(x, mul(x, add(x, protectedSqrt(neg(protectedSqrt(protectedDiv(x, x)))))))), protectedDiv(x, x))",x*(x*(x + I) + 1)
7,48,0.00039841642630488556,71,17,3.688695192337036,"neg(sub(protectedDiv(sin(protectedSqrt(protectedExp(protectedLog(mul(mul(mul(protectedSqrt(cos(x)), add(add(x, sub(protectedDiv(sub(neg(x), sin(mul(x, x))), mul(sub(neg(x), cos(x)), protectedExp(neg(x)))), x)), sub(protectedDiv(sub(neg(x), protectedLog(cos(protectedSqrt(x)))), mul(sub(protectedLog(protectedSqrt(x)), cos(x)), protectedExp(neg(x)))), x))), mul(0.5328, x)), protectedSqrt(protectedSqrt(x))))))), mul(sub(protectedLog(0.4669), cos(x)), protectedExp(neg(x)))), x))",x - exp(x)*sin(0.7299*sqrt(x**(5/4)*(-x - (x + log(cos(sqrt(x))))*exp(x)/(log(x)/2 - cos(x)) + (x + sin(x**2))*exp(x)/(x + cos(x)))*sqrt(cos(x))))/(-cos(x) - 0.7616)
8,49,6.162975822039155e-34,13,6,1.565047264099121,"add(mul(add(protectedSqrt(protectedExp(sub(x, x))), x), mul(x, x)), x)",x*(x*(x + 1) + 1)
9,50,0.0015199846004653622,76,17,3.5054540634155273,"mul(protectedExp(mul(add(x, protectedSqrt(mul(add(add(mul(mul(0.4424, x), cos(mul(cos(protectedDiv(add(protectedDiv(x, x), protectedExp(protectedSqrt(protectedSqrt(x)))), protectedExp(add(x, x)))), protectedDiv(x, protectedDiv(add(protectedDiv(x, x), protectedExp(protectedDiv(x, x))), protectedExp(add(x, x))))))), x), protectedSqrt(x)), protectedDiv(protectedExp(-0.5488), protectedDiv(x, x))))), protectedDiv(protectedExp(-0.5488), protectedDiv(add(sub(x, x), add(sub(x, x), protectedExp(protectedSqrt(x)))), protectedExp(x))))), mul(protectedSqrt(cos(protectedExp(-0.5488))), x))",0.9153*x*exp(0.5776*(x + sqrt(0.5776*sqrt(x) + 0.2555*x*cos(x*exp(2*x)*cos((exp(x**(1/4)) + 1)*exp(-2*x))/(1 + E)) + 0.5776*x))*exp(-sqrt(x) + x))
10,51,0.0009798504561843793,14,5,1.8951365947723389,"mul(sub(sub(protectedExp(x), protectedLog(protectedLog(-0.6755))), sin(cos(sub(x, 0.237)))), x)",x*(exp(x) - sin(cos(x - 0.237)) - log(-0.3923 + I*pi))
11,52,5.710608061401346e-05,53,17,2.7387633323669434,"mul(protectedDiv(x, cos(protectedSqrt(mul(sin(protectedSqrt(add(mul(sin(protectedSqrt(add(sub(x, x), protectedExp(protectedSqrt(add(add(x, protectedExp(x)), protectedExp(x))))))), protectedDiv(x, cos(mul(protectedSqrt(protectedSqrt(protectedSqrt(protectedExp(x)))), protectedSqrt(protectedSqrt(protectedSqrt(cos(protectedSqrt(-0.969))))))))), protectedExp(x)))), x)))), protectedSqrt(add(sub(x, mul(protectedSqrt(x), x)), protectedExp(x))))",x*sqrt(-x**(3/2) + x + exp(x))/cos(sqrt(x*sin(sqrt(x*sin(sqrt(exp(sqrt(x + 2*exp(x)))))/cos(1.0542*exp(x)**(1/8)) + exp(x)))))
12,53,3.3793067787586294e-05,62,17,3.2495343685150146,"mul(protectedSqrt(add(protectedExp(protectedSqrt(sin(add(mul(-0.1183, mul(x, mul(-0.8752, mul(mul(add(add(x, protectedDiv(x, sin(x))), x), protectedLog(-0.1183)), protectedLog(sin(0.5155)))))), mul(x, add(mul(-0.1183, protectedExp(sin(sin(sub(mul(cos(x), sin(add(x, x))), 0.5155))))), mul(x, x))))))), add(x, sub(protectedExp(add(x, x)), protectedExp(sin(sin(sub(x, -0.1183)))))))), x)",x*sqrt(x + exp(2*x) + exp(sqrt(-sin(0.0732*x**2*(-2.1345 + I*pi)*(2 + 1/sin(x)) - x*(x**2 - 0.1183*exp(sin(sin(sin(2*x)*cos(x) - 0.5155))))))) - exp(sin(sin(x + 0.1183))))
13,54,6.162975822039155e-34,14,7,1.9741690158843994,"add(mul(add(protectedSqrt(protectedExp(protectedLog(sub(x, x)))), x), mul(x, x)), x)",nan
14,55,1.0053354309701372e-32,15,7,1.9682049751281738,"add(x, mul(mul(add(protectedSqrt(protectedDiv(cos(x), sub(x, x))), x), x), x))",x*(x*(x + sqrt(zoo*cos(x))) + 1)
15,56,1.9403225375332868e-05,45,16,2.437481641769409,"mul(sub(protectedExp(x), protectedLog(cos(protectedDiv(x, protectedSqrt(protectedSqrt(protectedDiv(protectedDiv(protectedExp(add(mul(sub(0.7139, x), mul(sin(x), -0.4725)), x)), protectedSqrt(cos(mul(sub(0.7139, add(mul(x, cos(x)), x)), mul(mul(sin(x), mul(x, -0.4725)), 0.7139))))), protectedLog(0.4264)))))))), x)",x*(exp(x) - log(cos(0.9609*x/(-exp(x + (0.4725*x - 0.3373)*sin(x))/sqrt(cos(0.3373*x*(x*cos(x) + x - 0.7139)*sin(x))))**(1/4))))
16,57,0.0002417086644944476,61,17,3.004861831665039,"mul(protectedSqrt(sub(neg(mul(protectedSqrt(mul(mul(0.9815, 0.4807), sin(protectedSqrt(x)))), sin(add(x, add(sin(protectedDiv(-0.686, protectedSqrt(add(x, x)))), mul(mul(protectedSqrt(x), sin(add(-0.2934, add(sub(add(mul(neg(x), x), mul(neg(x), x)), mul(0.0696, x)), mul(neg(-0.822), x))))), mul(0.0696, x))))))), mul(sub(0.0696, x), protectedExp(x)))), add(x, x))",2*x*sqrt(-(0.0696 - x)*exp(x) + 0.6869*sqrt(sin(sqrt(x)))*sin(0.0696*x**(3/2)*sin(2*x**2 - 0.7524*x + 0.2934) - x + sin(0.343*sqrt(2)/sqrt(x))))
17,58,3.3125995043460455e-33,11,3,1.4514997005462646,"add(mul(mul(x, x), x), add(x, mul(x, x)))",x*(x**2 + x + 1)
18,59,2.2340787354891935e-33,11,4,1.5609488487243652,"add(add(mul(x, mul(x, x)), x), mul(x, x))",x*(x**2 + x + 1)
19,60,0.0005154588948137858,27,16,2.107095241546631,"mul(add(sin(x), add(x, x)), protectedExp(sub(sin(x), cos(add(x, sin(sin(protectedLog(cos(sin(protectedSqrt(sin(sub(protectedLog(protectedSqrt(sin(x))), x)))))))))))))",(2*x + sin(x))*exp(sin(x) - cos(x + sin(sin(log(cos(sin(sqrt(-sin(x - log(sin(x))/2)))))))))
20,61,0.002187420485355084,88,17,4.4334022998809814,"mul(add(protectedLog(protectedExp(sub(add(x, x), neg(-0.1792)))), protectedExp(protectedLog(x))), cos(mul(neg(cos(mul(sub(protectedExp(protectedLog(x)), sin(mul(protectedLog(protectedExp(x)), neg(cos(mul(neg(mul(x, add(sin(x), sin(cos(x))))), sin(protectedExp(x)))))))), sin(x)))), protectedDiv(cos(mul(protectedLog(protectedExp(x)), x)), cos(mul(sub(add(add(protectedLog(protectedExp(sub(add(x, x), neg(-0.1792)))), protectedExp(protectedLog(x))), x), cos(mul(x, sin(add(sin(mul(x, neg(-0.1792))), add(protectedLog(x), protectedExp(-0.9748))))))), mul(protectedLog(x), neg(-0.1792))))))))",(x + log(exp(2*x)) - 0.1792)*cos(cos(x*log(exp(x)))*cos((x + sin(log(exp(x))*cos(x*(sin(x) + sin(cos(x)))*sin(exp(x)))))*sin(x))/cos(0.1792*(2*x + log(exp(2*x)) - cos(x*sin(log(x) + sin(0.1792*x) + 0.3773)) - 0.1792)*log(x)))
21,62,2.520989620610509e-05,40,11,2.6450302600860596,"add(mul(protectedSqrt(x), sub(sub(x, neg(x)), mul(protectedLog(x), mul(-0.4259, mul(protectedSqrt(x), sub(sub(sub(x, neg(x)), mul(protectedLog(x), mul(-0.4259, x))), mul(protectedLog(x), mul(protectedLog(sin(x)), x)))))))), mul(x, x))",sqrt(x)*(0.4259*x**(3/2)*(-log(x)*log(sin(x)) + 0.4259*log(x) + 2)*log(x) + 2*x) + x**2
22,63,6.619768349211408e-07,54,15,3.027770519256592,"mul(add(protectedSqrt(mul(protectedDiv(mul(protectedDiv(sin(x), protectedSqrt(cos(protectedSqrt(cos(sin(cos(cos(x)))))))), x), protectedSqrt(cos(x))), mul(protectedDiv(sin(x), protectedSqrt(cos(x))), x))), add(cos(mul(sin(x), cos(protectedSqrt(cos(protectedSqrt(mul(protectedDiv(x, protectedSqrt(cos(x))), mul(protectedDiv(x, protectedSqrt(cos(cos(0.0419)))), x)))))))), x)), x)",x*(x + sqrt(x**2*sin(x)**2/(cos(x)*sqrt(cos(sqrt(cos(sin(cos(cos(x))))))))) + cos(sin(x)*cos(sqrt(cos(1.166*sqrt(x**3/sqrt(cos(x))))))))
23,64,0.0006621717494121094,52,13,2.5342040061950684,"add(x, protectedSqrt(neg(mul(sub(add(x, mul(x, sin(mul(protectedSqrt(x), sub(add(sin(add(x, x)), x), protectedSqrt(x)))))), x), protectedExp(sub(add(sub(add(sin(cos(x)), x), cos(x)), sub(add(sin(x), x), cos(x))), cos(sin(mul(x, sub(sub(x, x), protectedSqrt(x)))))))))))",x + sqrt(-x*exp(2*x + sin(x) + sin(cos(x)) - 2*cos(x) - cos(sin(x**(3/2))))*sin(sqrt(x)*(-sqrt(x) + x + sin(2*x))))
24,65,0.004946431187551931,76,17,3.5670578479766846,"mul(x, add(protectedExp(mul(protectedSqrt(add(protectedSqrt(add(sub(add(-0.9002, protectedSqrt(protectedSqrt(add(protectedLog(add(mul(x, x), 0.0859)), mul(x, x))))), mul(x, protectedExp(add(protectedSqrt(add(protectedLog(add(mul(x, x), x)), mul(x, x))), add(protectedLog(add(mul(x, mul(x, x)), 0.0859)), mul(x, x)))))), x)), x)), mul(neg(x), -0.2338))), add(protectedLog(x), protectedSqrt(add(protectedSqrt(add(sub(neg(-0.9002), mul(x, protectedExp(protectedLog(mul(x, x))))), x)), x)))))",x*(sqrt(x + sqrt(-x**3 + x + 0.9002)) + exp(0.2338*x*sqrt(x + sqrt(-x*(x**3 + 0.0859)*exp(x**2 + sqrt(x**2 + log(x*(x + 1)))) + x + (x**2 + log(x**2 + 0.0859))**(1/4) - 0.9002))) + log(x))
25,66,1.0053354309701372e-32,19,7,1.8888168334960938,"mul(protectedDiv(protectedSqrt(x), protectedSqrt(x)), add(mul(x, mul(add(x, protectedDiv(protectedSqrt(-0.8795), protectedSqrt(-0.8795))), x)), x))",x*(x*(x + 1.0) + 1)
26,67,0.003402579384500631,33,16,2.6692543029785156,"add(sin(x), mul(x, protectedExp(sub(x, protectedExp(neg(sub(protectedExp(sub(x, protectedExp(neg(protectedSqrt(x))))), protectedExp(neg(sin(sub(protectedExp(sub(sin(x), protectedExp(neg(sin(x))))), protectedExp(neg(x)))))))))))))",x*exp(x - exp(-exp(x - exp(-sqrt(x))) + exp(-sin(exp(sin(x) - exp(-sin(x))) - exp(-x))))) + sin(x)
27,68,5.217210526315742e-05,10,5,1.6297504901885986,"mul(add(neg(sub(-0.9881, mul(x, x))), x), x)",x*(x**2 + x + 0.9881)
28,69,2.2340787354891935e-33,11,4,1.5279560089111328,"add(add(x, mul(mul(x, x), x)), mul(x, x))",x*(x**2 + x + 1)
29,70,1.925929944387236e-34,15,6,1.8681039810180664,"sub(mul(x, mul(x, x)), neg(mul(x, add(x, cos(sub(x, x))))))",x*(x**2 + x + 1)
30,71,6.638063767800187e-05,18,8,2.686060905456543,"mul(add(protectedDiv(x, x), mul(add(x, protectedSqrt(mul(protectedSqrt(protectedSqrt(-0.8753)), protectedDiv(x, x)))), x)), x)",x*(x*(x + 0.9835*I**(1/4)) + 1)
